Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP02168,Bengaluru,Antwerp,Sea,Textiles,3065,16.19,9769,LCL,104.44,Peak,Carrier_A,23,93525
SHP02169,Chennai,London,Sea,Textiles,6399,17.34,11021,40FT_HC,84.5,Normal,Carrier_E,25,143856
SHP02170,Visakhapatnam,Colombo,Sea,Chemicals,7597,23.14,7227,LCL,92.66,Peak,Carrier_B,18,98886
SHP02171,Ahmedabad,Busan,Air,Automotive Parts,2743,11,9532,AIR_CARGO,103.44,Normal,Carrier_C,10,649113
SHP02172,Hyderabad,Busan,Sea,Automotive Parts,13466,36.01,3566,20FT,76.8,Peak,Carrier_E,11,112448
SHP02173,Hyderabad,Dubai,Air,Food Products,3090,16.32,2854,AIR_CARGO,100.9,Peak,Carrier_B,5,349446
SHP02174,Mumbai,Jebel Ali,Road,Furniture,3260,9.64,1898,LCL,86.39,Off_Peak,Carrier_E,8,24277
SHP02175,Hyderabad,Antwerp,Road,Electronics,9250,29.82,5390,40FT,85.61,Off_Peak,Carrier_E,14,145165
SHP02176,Bengaluru,Busan,Road,Chemicals,5984,22.71,9361,40FT_HC,102.4,Peak,Carrier_D,22,323606
SHP02177,Chennai,Shanghai,Road,Chemicals,1423,9.13,5387,20FT,100.12,Normal,Carrier_A,14,99541
SHP02178,Chennai,Antwerp,Air,Electronics,210,0.86,6063,AIR_CARGO,89.73,Peak,Carrier_C,8,365833
SHP02179,Delhi,Rotterdam,Air,General Cargo,2323,11.47,6928,AIR_CARGO,90.78,Peak,Carrier_A,8,510815
SHP02180,Chennai,Shanghai,Sea,Machinery,5044,17.77,5511,40FT_HC,89.57,Off_Peak,Carrier_D,14,84575
SHP02181,Pune,Hamburg,Sea,Pharmaceuticals,21294,43.68,9921,40FT_HC,104.86,Normal,Carrier_A,22,343902
SHP02182,Ahmedabad,Colombo,Air,Machinery,3013,12.8,2021,AIR_CARGO,83.3,Peak,Carrier_A,4,278370
SHP02183,Delhi,Singapore,Road,Electronics,6612,16.61,4016,40FT_HC,93.99,Peak,Carrier_C,11,158974
SHP02184,Bengaluru,London,Road,Automotive Parts,5473,17.3,10647,40FT,114.1,Normal,Carrier_C,24,264017
SHP02185,Chennai,Rotterdam,Road,Pharmaceuticals,913,4.46,11397,LCL,114.95,Peak,Carrier_C,26,193947
SHP02186,Hyderabad,London,Road,Electronics,9351,26.86,3151,40FT_HC,75.2,Normal,Carrier_D,9,132905
SHP02187,Bengaluru,Colombo,Road,General Cargo,5958,21.36,4705,40FT_HC,82.91,Normal,Carrier_D,13,121437
SHP02188,Hyderabad,Dubai,Air,Food Products,3443,18.19,2856,AIR_CARGO,82.41,Normal,Carrier_B,5,286416
SHP02189,Ahmedabad,Singapore,Road,Machinery,8804,22.44,6128,40FT_HC,88.94,Off_Peak,Carrier_E,16,139264
SHP02190,Chennai,Shanghai,Air,Chemicals,473,2.05,5745,AIR_CARGO,86.59,Peak,Carrier_B,7,383011
SHP02191,Delhi,Singapore,Air,Chemicals,2492,13.48,3989,AIR_CARGO,81.82,Peak,Carrier_E,6,388777
SHP02192,Pune,Singapore,Road,General Cargo,11384,28.48,4240,40FT_HC,108.96,Off_Peak,Carrier_A,11,153282
SHP02193,Delhi,Singapore,Air,Pharmaceuticals,2491,13.46,4162,AIR_CARGO,109.36,Off_Peak,Carrier_D,6,377520
SHP02194,Ahmedabad,Dubai,Air,Electronics,2889,15.23,1716,AIR_CARGO,84,Normal,Carrier_B,4,246572
SHP02195,Visakhapatnam,Colombo,Air,Automotive Parts,4607,19.35,2985,AIR_CARGO,75.33,Peak,Carrier_B,5,416101
SHP02196,Mumbai,Singapore,Air,Automotive Parts,859,4.67,4178,AIR_CARGO,93.62,Normal,Carrier_D,6,247947
SHP02197,Ahmedabad,Antwerp,Sea,Food Products,11078,30.47,6140,20FT,88.4,Off_Peak,Carrier_E,16,82438
SHP02198,Mumbai,Shanghai,Air,Pharmaceuticals,684,2.96,6679,AIR_CARGO,96.59,Normal,Carrier_C,8,427237
SHP02199,Visakhapatnam,Singapore,Road,Electronics,14682,37.07,3477,20FT,76.66,Off_Peak,Carrier_E,10,102502
SHP02200,Mumbai,Hamburg,Air,Machinery,967,4.66,9814,AIR_CARGO,104,Normal,Carrier_D,11,533511
SHP02201,Delhi,New York,Road,Automotive Parts,7136,22.79,11805,LCL,91.11,Normal,Carrier_B,27,142812
SHP02202,Kolkata,Los Angeles,Sea,Food Products,10576,26.09,5654,40FT,86.21,Off_Peak,Carrier_D,15,105390
SHP02203,Kolkata,London,Road,Pharmaceuticals,4726,15.54,11467,40FT_HC,100.21,Off_Peak,Carrier_B,26,276337
SHP02204,Pune,New York,Road,Food Products,11410,33.2,13737,20FT,83.98,Off_Peak,Carrier_D,31,179899
SHP02205,Kolkata,Jebel Ali,Air,Pharmaceuticals,1176,5.98,5531,AIR_CARGO,85.31,Peak,Carrier_E,7,416136
SHP02206,Visakhapatnam,Rotterdam,Sea,Solar Panels,7489,16.88,3135,LCL,75.77,Normal,Carrier_D,12,44068
SHP02207,Delhi,Jebel Ali,Air,Solar Panels,2475,12.86,4193,AIR_CARGO,79.75,Peak,Carrier_E,6,359420
SHP02208,Hyderabad,New York,Sea,Electronics,20747,44.97,5374,40FT_HC,85.66,Normal,Carrier_A,15,225108
SHP02209,Visakhapatnam,Jebel Ali,Road,Solar Panels,14083,37.2,7844,LCL,96.77,Peak,Carrier_E,18,160790
SHP02210,Cochin,Dubai,Sea,Electronics,17952,34.23,4465,20FT,80.65,Peak,Carrier_E,12,140796
SHP02211,Chennai,Shanghai,Sea,Automotive Parts,4472,16.17,5446,40FT_HC,101.67,Normal,Carrier_B,16,105468
SHP02212,Kolkata,Rotterdam,Air,Furniture,1187,5.92,12345,AIR_CARGO,79.22,Peak,Carrier_A,13,646246
SHP02213,Hyderabad,Rotterdam,Air,Automotive Parts,3498,17.67,10481,AIR_CARGO,107.41,Peak,Carrier_A,12,944363
SHP02214,Delhi,Singapore,Road,Machinery,7157,17.94,4055,20FT,91.98,Peak,Carrier_C,11,96808
SHP02215,Bengaluru,Hamburg,Road,Automotive Parts,5416,16.55,11424,40FT_HC,111.96,Normal,Carrier_B,26,295277
SHP02216,Mumbai,Busan,Air,Pharmaceuticals,747,3.02,3267,AIR_CARGO,76.84,Peak,Carrier_A,5,247550
SHP02217,Cochin,New York,Road,Automotive Parts,12233,35.58,3159,40FT_HC,75.47,Peak,Carrier_C,9,179672
SHP02218,Ahmedabad,Hamburg,Air,Chemicals,2828,13.83,6108,AIR_CARGO,89.19,Peak,Carrier_C,8,578364
SHP02219,Chennai,Antwerp,Sea,Textiles,5020,20.09,8536,40FT_HC,99.09,Normal,Carrier_D,21,137271
SHP02220,Hyderabad,New York,Sea,Pharmaceuticals,13546,32.54,4504,20FT,80.96,Off_Peak,Carrier_C,13,102976
SHP02221,Bengaluru,Busan,Air,Food Products,1894,7.73,8726,AIR_CARGO,98.71,Peak,Carrier_C,10,599695
SHP02222,Pune,Rotterdam,Sea,Furniture,22798,45.33,9542,40FT_HC,105.23,Normal,Carrier_E,22,251848
SHP02223,Visakhapatnam,Colombo,Air,Electronics,4908,20.86,6438,AIR_CARGO,89.59,Off_Peak,Carrier_B,8,511745
SHP02224,Visakhapatnam,Hamburg,Sea,Furniture,27943,55.51,7721,40FT_HC,94.9,Normal,Carrier_E,19,254242
SHP02225,Cochin,Shanghai,Air,Solar Panels,4361,19.23,12027,AIR_CARGO,112.62,Off_Peak,Carrier_B,13,829879
SHP02226,Delhi,Shanghai,Air,Pharmaceuticals,2275,9.79,4803,AIR_CARGO,102.14,Peak,Carrier_E,7,500582
SHP02227,Pune,Jebel Ali,Air,Chemicals,3792,19.73,4291,AIR_CARGO,80.6,Peak,Carrier_D,6,512446
SHP02228,Delhi,Dubai,Sea,Chemicals,13847,26.48,2192,40FT_HC,111.7,Normal,Carrier_E,9,137371
SHP02229,Cochin,Hamburg,Sea,General Cargo,24382,48.8,4718,40FT_HC,83.55,Peak,Carrier_A,15,248595
SHP02230,Visakhapatnam,Singapore,Air,Chemicals,4903,26.61,2930,AIR_CARGO,75.02,Normal,Carrier_C,5,434239
SHP02231,Bengaluru,Busan,Sea,Machinery,8689,27.76,4574,20FT,81.77,Off_Peak,Carrier_C,13,66752
SHP02232,Hyderabad,Rotterdam,Air,Chemicals,3248,16.14,10894,AIR_CARGO,98.26,Normal,Carrier_D,12,810573
SHP02233,Mumbai,Shanghai,Air,Textiles,769,3.32,6363,AIR_CARGO,113.42,Off_Peak,Carrier_B,8,336912
SHP02234,Bengaluru,New York,Road,Food Products,6053,20.39,14894,40FT_HC,77.44,Off_Peak,Carrier_E,34,215276
SHP02235,Bengaluru,London,Sea,Textiles,12982,29.4,10144,40FT_HC,103.62,Peak,Carrier_B,24,242853
SHP02236,Cochin,London,Road,Electronics,12230,34.03,10982,LCL,113.03,Normal,Carrier_B,25,187421
SHP02237,Mumbai,Dubai,Air,Automotive Parts,908,4.85,2008,AIR_CARGO,82.71,Peak,Carrier_C,4,162827
SHP02238,Bengaluru,New York,Sea,Electronics,12718,30.95,14246,40FT,78.11,Normal,Carrier_A,31,239678
SHP02239,Pune,Hamburg,Air,Chemicals,3870,18.64,9965,AIR_CARGO,96.25,Normal,Carrier_B,11,781015
SHP02240,Kolkata,Colombo,Sea,Chemicals,6282,20.81,1971,20FT,82.63,Off_Peak,Carrier_C,8,52074
SHP02241,Pune,Rotterdam,Road,Electronics,11007,29.55,3220,40FT_HC,76.42,Peak,Carrier_A,9,180235
SHP02242,Ahmedabad,Dubai,Sea,Automotive Parts,12046,23.68,1722,20FT,114.66,Off_Peak,Carrier_D,8,65259
SHP02243,Mumbai,Shanghai,Sea,Textiles,1339,10.46,6333,LCL,80.64,Peak,Carrier_E,16,44395
SHP02244,Visakhapatnam,Jebel Ali,Air,Electronics,4620,23.65,6336,AIR_CARGO,89.52,Normal,Carrier_C,8,566023
SHP02245,Delhi,Rotterdam,Road,Automotive Parts,6893,19.39,7140,40FT,106.21,Off_Peak,Carrier_A,18,171818
SHP02246,Kolkata,Dubai,Sea,Food Products,10684,21.28,8904,40FT_HC,101.3,Off_Peak,Carrier_C,20,148647
SHP02247,Pune,New York,Sea,Pharmaceuticals,15474,35.45,13398,20FT,80.38,Off_Peak,Carrier_B,30,177244
SHP02248,Kolkata,Shanghai,Air,Furniture,1464,6.44,4827,AIR_CARGO,86.71,Off_Peak,Carrier_B,7,230787
SHP02249,Kolkata,London,Air,Furniture,1255,5.92,10969,AIR_CARGO,83.42,Normal,Carrier_C,12,485111
SHP02250,Hyderabad,Los Angeles,Air,Chemicals,3409,15.58,15614,AIR_CARGO,98.41,Peak,Carrier_C,16,1287501
SHP02251,Mumbai,London,Sea,Food Products,1457,7.97,9222,LCL,110.78,Peak,Carrier_D,21,78770
SHP02252,Pune,Antwerp,Road,Electronics,11555,35.78,8709,40FT_HC,100.27,Normal,Carrier_A,21,293102
SHP02253,Pune,Rotterdam,Sea,Food Products,5789,13.72,4662,LCL,82.44,Normal,Carrier_B,14,41895
SHP02254,Bengaluru,Antwerp,Air,Solar Panels,1901,7.87,3496,AIR_CARGO,76.84,Peak,Carrier_B,5,296284
SHP02255,Mumbai,Los Angeles,Road,Automotive Parts,2788,11.59,14392,40FT,86.18,Normal,Carrier_A,33,264715
SHP02256,Chennai,London,Air,General Cargo,240,1.13,10739,AIR_CARGO,90.38,Normal,Carrier_C,12,471842
SHP02257,Mumbai,London,Road,General Cargo,3548,12.27,9843,40FT_HC,82.43,Peak,Carrier_D,23,211238
SHP02258,Ahmedabad,New York,Sea,Machinery,17677,39.98,3343,40FT_HC,76.26,Off_Peak,Carrier_E,11,125208
SHP02259,Kolkata,Busan,Sea,Furniture,9100,27.73,9715,40FT_HC,103.32,Normal,Carrier_B,23,183772
SHP02260,Cochin,Jebel Ali,Air,Solar Panels,4487,23.22,3701,AIR_CARGO,77.62,Peak,Carrier_A,6,503398
SHP02261,Kolkata,Rotterdam,Road,General Cargo,4278,12.94,11563,40FT,113.57,Peak,Carrier_A,26,313542
SHP02262,Pune,Busan,Road,Automotive Parts,10790,34.74,4331,40FT,80.89,Normal,Carrier_D,12,151737
SHP02263,Cochin,Shanghai,Road,Automotive Parts,12912,38.06,5711,40FT_HC,86.21,Peak,Carrier_D,15,239172
SHP02264,Bengaluru,Singapore,Air,General Cargo,1981,10.84,3675,AIR_CARGO,101.22,Normal,Carrier_A,6,290120
SHP02265,Chennai,Antwerp,Sea,Automotive Parts,4725,19.2,5249,40FT_HC,84.68,Peak,Carrier_A,15,123936
SHP02266,Cochin,Colombo,Sea,Solar Panels,23932,52.97,4473,40FT_HC,82.18,Normal,Carrier_B,13,222648
SHP02267,Kolkata,New York,Road,Machinery,4889,16.98,14495,40FT_HC,114.5,Off_Peak,Carrier_B,32,294819
SHP02268,Bengaluru,Busan,Road,Food Products,5923,22.22,3322,40FT_HC,76.38,Normal,Carrier_D,10,95837
SHP02269,Kolkata,Rotterdam,Air,Automotive Parts,1338,6.59,12252,AIR_CARGO,90.55,Normal,Carrier_E,13,616483
SHP02270,Visakhapatnam,Los Angeles,Road,Pharmaceuticals,14208,39.96,9730,40FT_HC,105.58,Normal,Carrier_D,23,369469
SHP02271,Visakhapatnam,Singapore,Sea,Electronics,26371,48.82,8587,40FT_HC,99.05,Normal,Carrier_E,20,287305
SHP02272,Visakhapatnam,Los Angeles,Air,General Cargo,4877,22.55,9331,AIR_CARGO,102.35,Off_Peak,Carrier_C,11,600213
SHP02273,Bengaluru,Los Angeles,Road,Electronics,6114,19.91,15878,40FT,91.74,Normal,Carrier_D,35,338714
SHP02274,Kolkata,Antwerp,Air,Textiles,1601,6.61,7804,AIR_CARGO,95.27,Off_Peak,Carrier_B,9,373774
SHP02275,Chennai,London,Air,Automotive Parts,446,2.09,10665,AIR_CARGO,111,Off_Peak,Carrier_C,12,547228
SHP02276,Mumbai,Antwerp,Road,Pharmaceuticals,3039,14.89,3787,40FT_HC,78.93,Off_Peak,Carrier_C,10,93800
SHP02277,Pune,London,Road,Textiles,11360,32.27,9801,40FT_HC,103.85,Normal,Carrier_E,23,261278
SHP02278,Kolkata,Hamburg,Road,Furniture,4255,13.61,7243,LCL,93.08,Peak,Carrier_B,18,97113
SHP02279,Hyderabad,Singapore,Air,Pharmaceuticals,3543,19.47,3664,AIR_CARGO,95.85,Peak,Carrier_C,5,522827
SHP02280,Ahmedabad,Dubai,Sea,Textiles,16546,32.08,1840,40FT,86.5,Peak,Carrier_C,7,139548
SHP02281,Visakhapatnam,London,Road,Solar Panels,13850,38.47,4141,40FT_HC,80.47,Normal,Carrier_E,12,175599
SHP02282,Chennai,London,Air,Furniture,372,1.75,10679,AIR_CARGO,82.38,Off_Peak,Carrier_A,12,393764
SHP02283,Hyderabad,Rotterdam,Sea,Food Products,13267,27.17,10593,20FT,111.58,Normal,Carrier_D,24,152156
SHP02284,Hyderabad,Singapore,Air,Furniture,3129,17.07,3914,AIR_CARGO,75.77,Off_Peak,Carrier_A,6,274777
SHP02285,Visakhapatnam,Singapore,Road,Solar Panels,13516,34.17,5382,LCL,86.8,Peak,Carrier_B,14,125944
SHP02286,Bengaluru,Shanghai,Road,Electronics,5606,19.85,8633,20FT,100.66,Normal,Carrier_E,20,156979
SHP02287,Bengaluru,London,Road,Textiles,5329,16.86,10898,40FT_HC,96.03,Off_Peak,Carrier_B,25,203799
SHP02288,Mumbai,Colombo,Air,Automotive Parts,847,3.64,1627,AIR_CARGO,83.29,Normal,Carrier_B,4,114599
SHP02289,Cochin,Rotterdam,Road,Textiles,12522,33.62,9642,LCL,104.87,Off_Peak,Carrier_B,23,122764
SHP02290,Mumbai,Shanghai,Road,Pharmaceuticals,2303,11.67,6275,40FT_HC,87.86,Peak,Carrier_C,16,192336
SHP02291,Ahmedabad,Hamburg,Sea,General Cargo,16397,33.95,10222,40FT_HC,109.06,Normal,Carrier_E,24,224767
SHP02292,Hyderabad,New York,Road,Solar Panels,10389,30.68,3534,40FT_HC,77.87,Off_Peak,Carrier_D,10,127427
SHP02293,Visakhapatnam,Busan,Air,General Cargo,4745,19.06,7736,AIR_CARGO,96.38,Off_Peak,Carrier_B,9,497541
SHP02294,Mumbai,Shanghai,Air,Food Products,769,3.33,6547,AIR_CARGO,76.92,Off_Peak,Carrier_A,8,249765
SHP02295,Pune,London,Sea,Solar Panels,21447,44.95,9517,40FT,111.93,Peak,Carrier_C,23,322803
SHP02296,Pune,Rotterdam,Sea,Food Products,6055,14.16,7141,LCL,93.31,Normal,Carrier_A,19,60715
SHP02297,Hyderabad,Los Angeles,Sea,Furniture,20459,44.15,14790,40FT_HC,83.65,Off_Peak,Carrier_A,32,253446
SHP02298,Chennai,Singapore,Road,Food Products,1368,3.93,3401,LCL,88.33,Peak,Carrier_A,10,41311
SHP02299,Cochin,Jebel Ali,Air,Solar Panels,4500,22.93,11082,AIR_CARGO,113.04,Normal,Carrier_E,12,879434
SHP02300,Cochin,Colombo,Road,Furniture,12097,36.78,7730,40FT_HC,96.15,Peak,Carrier_C,19,279092
SHP02301,Chennai,Dubai,Sea,Food Products,2646,5.98,3646,20FT,113.18,Peak,Carrier_B,11,51557
SHP02302,Hyderabad,Shanghai,Air,Pharmaceuticals,3529,15.21,5232,AIR_CARGO,100.23,Off_Peak,Carrier_C,7,471276
SHP02303,Pune,Antwerp,Air,Furniture,3590,14.71,9595,AIR_CARGO,105.5,Off_Peak,Carrier_C,10,564526
SHP02304,Mumbai,Singapore,Sea,Furniture,7851,15.2,4219,40FT,75.28,Normal,Carrier_E,13,75870
SHP02305,Pune,Busan,Sea,General Cargo,22858,53.41,5971,40FT,88.69,Off_Peak,Carrier_D,15,176216
SHP02306,Delhi,Shanghai,Air,Chemicals,2550,11.12,4960,AIR_CARGO,75.45,Peak,Carrier_D,7,433103
SHP02307,Pune,Busan,Sea,Pharmaceuticals,20878,49.81,6271,40FT_HC,88.32,Normal,Carrier_A,16,275915
SHP02308,Delhi,Busan,Air,Furniture,2329,9.42,10883,AIR_CARGO,108.48,Peak,Carrier_C,12,797815
SHP02309,Visakhapatnam,Antwerp,Air,Furniture,4882,20.21,8682,AIR_CARGO,101.49,Normal,Carrier_B,10,641469
SHP02310,Delhi,Singapore,Air,Pharmaceuticals,2473,13.47,3963,AIR_CARGO,104.99,Normal,Carrier_C,6,417856
SHP02311,Chennai,Dubai,Road,Electronics,1133,3.72,3477,40FT_HC,85.82,Off_Peak,Carrier_C,11,62867
SHP02312,Hyderabad,New York,Air,Solar Panels,3373,14.93,7053,AIR_CARGO,94.01,Off_Peak,Carrier_D,8,475426
SHP02313,Cochin,London,Road,Pharmaceuticals,12743,35.81,8752,20FT,101.8,Off_Peak,Carrier_B,21,197821
SHP02314,Delhi,Singapore,Air,Solar Panels,2168,11.77,4099,AIR_CARGO,95.23,Peak,Carrier_B,6,387590
SHP02315,Cochin,Antwerp,Road,Solar Panels,12631,38.9,3794,40FT_HC,78.4,Normal,Carrier_B,11,172075
SHP02316,Mumbai,Singapore,Sea,Chemicals,1272,2.78,4422,LCL,78.37,Peak,Carrier_B,14,35500
SHP02317,Pune,London,Road,Furniture,11543,32.4,9657,LCL,109.88,Off_Peak,Carrier_E,22,122216
SHP02318,Mumbai,Busan,Air,Furniture,1100,4.48,9408,AIR_CARGO,105.34,Normal,Carrier_A,11,534114
SHP02319,Kolkata,Busan,Air,General Cargo,1184,4.81,9020,AIR_CARGO,102.73,Peak,Carrier_A,10,607472
SHP02320,Ahmedabad,Shanghai,Air,Furniture,2757,11.91,9720,AIR_CARGO,104.03,Peak,Carrier_D,11,719417
SHP02321,Cochin,New York,Road,Electronics,12535,36.2,6856,40FT_HC,92.81,Normal,Carrier_A,17,250360
SHP02322,Chennai,Antwerp,Air,Textiles,585,2.44,10288,AIR_CARGO,107.7,Peak,Carrier_E,12,621498
SHP02323,Mumbai,Los Angeles,Air,Machinery,712,3.23,14295,AIR_CARGO,81.76,Normal,Carrier_A,15,605411
SHP02324,Cochin,Hamburg,Air,Furniture,4284,20.87,11333,AIR_CARGO,111.26,Peak,Carrier_B,12,952034
SHP02325,Pune,Antwerp,Road,General Cargo,10800,34.19,3659,LCL,78,Normal,Carrier_C,11,71617
SHP02326,Pune,Jebel Ali,Road,Pharmaceuticals,11011,29.24,10343,40FT_HC,105.8,Off_Peak,Carrier_A,24,320991
SHP02327,Hyderabad,Singapore,Sea,Chemicals,13248,24.27,3779,20FT,90.65,Peak,Carrier_E,11,116476
SHP02328,Ahmedabad,Colombo,Road,Machinery,8410,27.44,2204,40FT_HC,75.62,Normal,Carrier_A,8,102900
SHP02329,Mumbai,Antwerp,Road,Food Products,3278,14.95,3736,40FT,77.76,Peak,Carrier_E,11,91190
SHP02330,Kolkata,Los Angeles,Air,Electronics,1550,7.11,7331,AIR_CARGO,93.45,Off_Peak,Carrier_A,8,423233
SHP02331,Cochin,Shanghai,Sea,Chemicals,17590,40.52,7460,20FT,94.17,Peak,Carrier_D,19,197756
SHP02332,Hyderabad,Dubai,Air,General Cargo,3350,17.54,2838,AIR_CARGO,88.13,Normal,Carrier_D,5,283682
SHP02333,Ahmedabad,Shanghai,Sea,General Cargo,17765,40.82,5185,40FT,84.28,Peak,Carrier_E,15,185404
SHP02334,Hyderabad,Dubai,Sea,Pharmaceuticals,19008,35.8,2851,40FT,100.31,Normal,Carrier_C,10,184816
SHP02335,Delhi,Shanghai,Air,Chemicals,2550,11.01,4862,AIR_CARGO,84.24,Off_Peak,Carrier_B,6,342689
SHP02336,Hyderabad,Los Angeles,Road,Chemicals,9230,27.69,15607,20FT,80.7,Peak,Carrier_B,35,307226
SHP02337,Visakhapatnam,Singapore,Road,Solar Panels,13782,34.82,4431,20FT,80.86,Peak,Carrier_A,12,156108
SHP02338,Delhi,Jebel Ali,Air,Automotive Parts,2543,13.16,4106,AIR_CARGO,79.78,Normal,Carrier_A,6,313524
SHP02339,Delhi,Hamburg,Air,Chemicals,2163,10.44,9546,AIR_CARGO,104.69,Peak,Carrier_B,10,844302
SHP02340,Hyderabad,Shanghai,Air,Textiles,3269,14.16,5303,AIR_CARGO,102.61,Off_Peak,Carrier_E,7,355185
SHP02341,Delhi,Antwerp,Sea,Pharmaceuticals,10606,30.1,3091,20FT,75.2,Normal,Carrier_E,11,90950
SHP02342,Cochin,Rotterdam,Air,Automotive Parts,4307,21.24,3236,AIR_CARGO,76.24,Peak,Carrier_E,5,403769
SHP02343,Ahmedabad,London,Sea,Food Products,16898,36.29,10261,40FT_HC,108.71,Normal,Carrier_D,24,234671
SHP02344,Hyderabad,Colombo,Air,Furniture,3522,14.98,8420,AIR_CARGO,97.57,Normal,Carrier_D,10,544631
SHP02345,Visakhapatnam,Busan,Air,Pharmaceuticals,4522,18.15,5547,AIR_CARGO,85.46,Normal,Carrier_A,8,582071
SHP02346,Chennai,Singapore,Air,Solar Panels,522,2.84,3390,AIR_CARGO,77.8,Normal,Carrier_A,6,175267
SHP02347,Visakhapatnam,Jebel Ali,Sea,General Cargo,7740,16.91,6189,LCL,90.43,Normal,Carrier_B,16,59298
SHP02348,Ahmedabad,New York,Air,Chemicals,2886,12.84,3004,AIR_CARGO,75.6,Peak,Carrier_A,5,366968
SHP02349,Pune,Antwerp,Air,Chemicals,3920,16.11,6546,AIR_CARGO,91.43,Normal,Carrier_A,8,600768
SHP02350,Bengaluru,Singapore,Road,General Cargo,5404,14.1,3779,40FT_HC,97.9,Peak,Carrier_D,10,126957
SHP02351,Cochin,Colombo,Road,General Cargo,12149,36.56,7542,40FT,94.28,Off_Peak,Carrier_D,19,179578
SHP02352,Chennai,Shanghai,Sea,Chemicals,4040,15.71,5766,40FT,108.58,Normal,Carrier_D,16,120517
SHP02353,Kolkata,Los Angeles,Sea,Furniture,5844,17.39,7656,20FT,95.61,Normal,Carrier_A,19,89403
SHP02354,Kolkata,Shanghai,Road,Chemicals,3852,15.27,4453,40FT_HC,103.88,Peak,Carrier_A,12,176806
SHP02355,Delhi,Busan,Sea,Furniture,15988,40.76,11571,40FT,114.26,Off_Peak,Carrier_D,27,213038
SHP02356,Visakhapatnam,Shanghai,Road,General Cargo,14766,42.28,11613,20FT,114.69,Normal,Carrier_A,26,253946
SHP02357,Cochin,Busan,Road,Machinery,13322,40.99,8330,40FT,98.69,Peak,Carrier_B,20,283494
SHP02358,Chennai,New York,Sea,Automotive Parts,777,9.27,13622,LCL,82.85,Peak,Carrier_D,30,91504
SHP02359,Pune,Hamburg,Sea,Pharmaceuticals,5945,15.63,10499,LCL,96.23,Off_Peak,Carrier_C,25,90506
SHP02360,Cochin,London,Road,Pharmaceuticals,13133,36.77,7192,40FT_HC,95.15,Off_Peak,Carrier_C,18,252006
SHP02361,Mumbai,Rotterdam,Road,Textiles,2829,9.33,10054,LCL,88.12,Normal,Carrier_E,23,90255
SHP02362,Kolkata,Antwerp,Road,Chemicals,4954,19.18,5359,40FT,86.72,Normal,Carrier_C,13,143823
SHP02363,Hyderabad,Rotterdam,Sea,Chemicals,5587,13.42,10398,LCL,99.64,Off_Peak,Carrier_B,23,84167
SHP02364,Pune,Hamburg,Air,General Cargo,3821,18.39,10387,AIR_CARGO,86.74,Peak,Carrier_D,11,728474
SHP02365,Visakhapatnam,Busan,Road,Automotive Parts,14077,42.83,10206,LCL,107.08,Normal,Carrier_A,23,180896
SHP02366,Mumbai,Rotterdam,Road,Solar Panels,2766,9.12,9633,40FT_HC,93.12,Normal,Carrier_D,23,209480
SHP02367,Chennai,Busan,Air,General Cargo,552,2.24,4774,AIR_CARGO,83.56,Off_Peak,Carrier_D,6,191689
SHP02368,Pune,London,Sea,Food Products,21909,45.08,9080,40FT,88.15,Normal,Carrier_D,21,216609
SHP02369,Visakhapatnam,Busan,Sea,Pharmaceuticals,7309,25.21,7884,LCL,95.5,Off_Peak,Carrier_D,20,84772
SHP02370,Chennai,Colombo,Air,Machinery,479,2.02,1000,AIR_CARGO,101.16,Normal,Carrier_E,3,67255
SHP02371,Hyderabad,Los Angeles,Air,Pharmaceuticals,3178,14.42,15942,AIR_CARGO,84.39,Peak,Carrier_E,16,1171771
SHP02372,Kolkata,Dubai,Road,Electronics,4551,12.37,9664,40FT_HC,103.91,Normal,Carrier_A,22,259043
SHP02373,Cochin,Shanghai,Sea,Automotive Parts,17982,41.59,5587,20FT,87.57,Off_Peak,Carrier_D,16,114713
SHP02374,Pune,Dubai,Air,Electronics,3602,19.31,2090,AIR_CARGO,85.3,Normal,Carrier_A,4,321400
SHP02375,Chennai,Shanghai,Air,Food Products,468,2.06,5739,AIR_CARGO,91.71,Off_Peak,Carrier_B,7,242335
SHP02376,Mumbai,Rotterdam,Road,Pharmaceuticals,2775,9.22,9404,40FT_HC,90.27,Peak,Carrier_B,23,273463
SHP02377,Mumbai,Dubai,Sea,Electronics,7796,16.09,1895,40FT_HC,77.12,Peak,Carrier_E,8,87818
SHP02378,Kolkata,Hamburg,Air,Food Products,1299,6.21,4226,AIR_CARGO,79.8,Off_Peak,Carrier_C,6,194218
SHP02379,Mumbai,Los Angeles,Air,Machinery,929,4.22,15015,AIR_CARGO,103.66,Normal,Carrier_A,15,813291
SHP02380,Mumbai,London,Sea,Machinery,1369,8.2,8954,LCL,90.6,Peak,Carrier_D,22,64540
SHP02381,Pune,Antwerp,Sea,Electronics,23007,52.03,10994,40FT,112.98,Normal,Carrier_D,26,319149
SHP02382,Cochin,Colombo,Sea,Solar Panels,23611,52.18,9073,40FT_HC,103.4,Off_Peak,Carrier_B,22,259665
